frame,time_ns,receptor_rmsd,gprotein_rmsd
0,0.0,5.772780673660106e-07,7.398699003241378e-07
1,0.1,0.7718170937350463,1.4183514948384868
2,0.2,0.8993907321690883,1.3325774338059337
3,0.30000000000000004,0.8884271892365675,1.340106528120708
4,0.4,0.8298854829870095,1.5090466418764656
5,0.5,0.8246081959523578,1.5507008784943555
6,0.6000000000000001,0.8543305714594819,1.7198339103137548
7,0.7000000000000001,0.973202073850785,1.7565996324074835
8,0.8,0.9095306320684622,1.8077156208505811
9,0.9,0.9813451143882626,1.7190190989256922
10,1.0,1.0658894085097124,1.4303769734333707
11,1.1,0.9222803116746139,1.6529794651538403
12,1.2000000000000002,1.12160971906211,1.5806523687641296
13,1.3,1.0082953026608006,1.6163837744614111
14,1.4000000000000001,1.1025668596092963,1.4596859298149243
15,1.5,0.9510473828526952,1.4674938507910287
16,1.6,1.0278679879384522,1.6907340158135706
17,1.7000000000000002,0.9167479921785686,1.9944989786701313
18,1.8,0.9274123724525638,2.0476905126560423
19,1.9000000000000001,0.9974798247018953,1.8740235182643254
20,2.0,1.0707558767483225,1.7398511537750387
21,2.1,1.1601854918348258,1.8671341563211263
22,2.2,1.0380603157047488,2.094500413892885
23,2.3000000000000003,1.1623078230446406,1.8617792700757752
24,2.4000000000000004,1.121072049038817,1.8369958114755962
25,2.5,1.0856461567928868,2.0110934396961992
26,2.6,1.141730630359706,2.0115068158608524
27,2.7,1.204879186284208,2.0138528535665157
28,2.8000000000000003,1.0897654900262652,1.7397370654250102
29,2.9000000000000004,1.0462953525098995,1.8147684666138355
30,3.0,1.0853756166129238,1.6724562946364119
31,3.1,1.1239359259146784,1.7106637636765991
32,3.2,0.992038024150736,1.660360376150313
33,3.3000000000000003,1.097813360530273,1.8197816673964595
34,3.4000000000000004,1.0005821133385926,1.8264202642945875
35,3.5,1.0830993970676468,2.0274882262176055
36,3.6,1.0366917948921055,1.589950118411081
37,3.7,1.144533395353588,1.7677109438754914
38,3.8000000000000003,1.0218580727929416,1.8710943282446584
39,3.9000000000000004,1.1577057027871578,1.8703117699273375
40,4.0,1.21177924053512,1.6835859493284682
41,4.1000000000000005,1.2252593936664158,1.755250945694334
42,4.2,1.2655158862757687,1.7800349292867654
43,4.3,1.1743359849608808,1.7965441057039233
44,4.4,1.2800501107310795,1.7401524716052863
45,4.5,1.2451174558961804,1.9064470823037152
46,4.6000000000000005,1.1563836722611345,1.8808875812399746
47,4.7,1.228578198049106,1.9345001093337226
48,4.800000000000001,1.1942227193350643,1.8543349303475591
49,4.9,1.1976056118107192,1.8112349248725383
50,5.0,1.1989576067838867,2.1188903848795895
51,5.1000000000000005,1.1365659409451199,2.05313363262753
52,5.2,1.1420401013683927,2.0768073201138795
53,5.300000000000001,1.268946501036567,2.3188907928284017
54,5.4,1.1913512873664225,2.186220708031181
55,5.5,1.2829894647504267,1.9219546372377885
56,5.6000000000000005,1.2920381831889838,1.9870760374173
57,5.7,1.352518741075667,2.1673660348573387
58,5.800000000000001,1.3209995694521368,2.3391472303146292
59,5.9,1.316886003067932,2.155296015786954
60,6.0,1.2974449523222071,1.7693826477408117
61,6.1000000000000005,1.331393880515327,2.0587833172841563
62,6.2,1.2395951489512953,2.154203439542965
63,6.300000000000001,1.270201947824771,2.031765390131745
64,6.4,1.3139486202193564,1.7337342435253056
65,6.5,1.3306911541625421,2.2099370549294513
66,6.6000000000000005,1.2770262564503112,2.0247747424000604
67,6.7,1.2743924209121247,2.2974529926304914
68,6.800000000000001,1.323451119278291,2.234343045308395
69,6.9,1.345521661057474,2.0463308921629384
70,7.0,1.3294291784918562,2.355784975472028
71,7.1000000000000005,1.2716321711262837,2.480806841216647
72,7.2,1.2796036970494047,2.403134890894353
73,7.300000000000001,1.3288181455638342,2.5416128555004325
74,7.4,1.2625096523116943,2.536893760189341
75,7.5,1.3478749566354258,2.432326356837361
76,7.6000000000000005,1.2441247104541302,2.232374757405423
77,7.7,1.2636384318625136,2.3719869709032873
78,7.800000000000001,1.2769307569902018,2.2125682270991027
79,7.9,1.4435763492452678,2.0090878124424902
80,8.0,1.211560966901857,2.274211709226292
81,8.1,1.4275598840615364,2.7146150010243835
82,8.200000000000001,1.4928893661898308,2.731730957310093
83,8.3,1.4771135738430883,2.776093901349349
84,8.4,1.298614605305777,2.266173384736466
85,8.5,1.1958098990794737,2.5974475719578383
86,8.6,1.2142512229338978,2.570502252429557
87,8.700000000000001,1.3624768945960397,2.436908393664408
88,8.8,1.406077827374884,2.4280560719663704
89,8.9,1.2001223384020039,2.408821223662238
90,9.0,1.3528597313093687,2.5620362686601013
91,9.1,1.322386392544873,2.4236961926652114
92,9.200000000000001,1.276063689685883,2.6138334253994717
93,9.3,1.2444607326249517,2.5831897311496843
94,9.4,1.3350867439797105,2.9026519275727205
95,9.5,1.3434857832056417,2.8183543965199367
96,9.600000000000001,1.4376360371341124,2.964688862538223
97,9.700000000000001,1.5818290261657804,2.926488971547439
98,9.8,1.5042684864082048,2.5630934486197563
99,9.9,1.312314902966337,2.899555842088527
