frame,time_ns,salt_bridge_min,n1_od1_dist,n1_od2_dist,ligand_rmsd,pocket_rmsd
0,0.0,2.9561572074890137,3.1092302799224854,2.9561572074890137,0.0,2.033240474277596e-07
1,0.1,2.846856117248535,2.846856117248535,3.7528769969940186,0.7293952071211902,0.5041953865599464
2,0.2,2.994753837585449,2.994753837585449,3.3709142208099365,0.9218699967963238,0.5108807821592514
3,0.30000000000000004,2.8174824714660645,2.8174824714660645,3.567176580429077,0.48321752838727616,0.5269757999878487
4,0.4,3.228522300720215,3.228522300720215,3.8317582607269287,0.40211890480294704,0.6245285965835966
5,0.5,2.8895323276519775,3.026904344558716,2.8895323276519775,0.42335814665859856,0.5413066754042902
6,0.6000000000000001,2.9130852222442627,2.9130852222442627,3.561420202255249,0.6787650225958158,0.5452618670392101
7,0.7000000000000001,2.902348041534424,2.902348041534424,2.999384880065918,0.6046822416836756,0.7060579455104895
8,0.8,3.120811939239502,3.131159782409668,3.120811939239502,0.8307887414559214,0.60095723627518
9,0.9,2.6395130157470703,2.6395130157470703,3.2963783740997314,0.523224435155917,0.6086780198201803
10,1.0,2.861055374145508,2.861055374145508,3.0664267539978027,0.39337820275034724,0.521535352734923
11,1.1,3.251211166381836,3.251211166381836,3.344757318496704,0.485041708163837,0.5495238973624617
12,1.2000000000000002,2.8208353519439697,2.8208353519439697,3.4884467124938965,0.707592118841383,0.7351405827825475
13,1.3,2.778960943222046,2.778960943222046,3.8056397438049316,0.5096399289200159,0.5898707716066067
14,1.4000000000000001,2.8948044776916504,2.8948044776916504,3.2568132877349854,0.8367848752971465,0.6379603745312004
15,1.5,3.0219881534576416,3.0219881534576416,3.1757988929748535,0.6632951790296567,0.5771796803329021
16,1.6,2.824394464492798,2.824394464492798,3.8612852096557617,0.5450095378295047,0.6730378682363952
17,1.7000000000000002,2.7142715454101562,2.7142715454101562,3.237800359725952,0.6334991048902638,0.5372835003278179
18,1.8,2.6907498836517334,2.6907498836517334,3.1989521980285645,0.3508243082871045,0.6231299863497354
19,1.9000000000000001,2.813411235809326,2.813411235809326,3.4063169956207275,0.36993522365495457,0.5414589235614393
20,2.0,2.7631101608276367,2.7631101608276367,3.2742598056793213,0.3665747433606912,0.6465237225462204
21,2.1,2.7929792404174805,2.7929792404174805,3.522472620010376,0.524691976592497,0.7501354983741892
22,2.2,2.689307451248169,2.689307451248169,3.6830615997314453,0.5690156289695244,0.569736599454657
23,2.3000000000000003,2.7911598682403564,2.7911598682403564,3.668537139892578,0.6358109569800852,0.6884434727078312
24,2.4000000000000004,2.95745849609375,2.95745849609375,3.6460845470428467,0.545759140670259,0.66129820594456
25,2.5,2.9220428466796875,2.9220428466796875,3.803370237350464,0.4162016018427523,0.6462969549288266
26,2.6,2.9289519786834717,2.9289519786834717,3.403029680252075,0.5688565806981847,0.6874359634762732
27,2.7,3.361971378326416,3.361971378326416,3.763789653778076,0.6532416471482669,0.7302130778413207
28,2.8000000000000003,3.091301441192627,3.091301441192627,4.075223922729492,0.7813760342028353,0.6619389715516625
29,2.9000000000000004,2.763624429702759,2.763624429702759,3.6276533603668213,0.7839540365010119,0.661715838519344
30,3.0,2.735630512237549,2.735630512237549,3.0726585388183594,0.6568763794720545,0.6922521371179455
31,3.1,2.929251194000244,2.929251194000244,3.0315778255462646,0.7308297253490939,0.6986353134303754
32,3.2,3.284207344055176,3.284207344055176,3.7193093299865723,0.6701311498384189,0.6120058212372078
33,3.3000000000000003,2.7727017402648926,2.7727017402648926,3.9279565811157227,0.8053627077069598,0.6617053467506959
34,3.4000000000000004,2.7976632118225098,2.7976632118225098,3.1047165393829346,0.3833346436497382,0.7216595194131443
35,3.5,2.969465732574463,2.969465732574463,3.573913812637329,0.5315228072602538,0.6722400234047562
36,3.6,3.006948947906494,3.006948947906494,3.3054873943328857,0.8811486407045194,0.699581708988061
37,3.7,2.7681467533111572,3.3385324478149414,2.7681467533111572,0.87458007405755,0.6122248070177969
38,3.8000000000000003,2.874253034591675,3.1434738636016846,2.874253034591675,0.7686841316601717,0.5851025580718842
39,3.9000000000000004,2.744208812713623,2.944948434829712,2.744208812713623,0.8275168283157328,0.6534818139070542
40,4.0,2.859715223312378,2.859715223312378,3.281132936477661,0.832779453282736,0.7531312787198512
41,4.1000000000000005,2.7571187019348145,2.7571187019348145,3.2356886863708496,0.6740213873784867,0.7176743173868525
